file,language,function,signature,ploc_file,lloc_file,cyclomatic,fan_in,fan_out
software_metrics_course/module1_basics/fibonacci_4.java,java,fibonacci,fibonacci(),66,21,3,1,0
software_metrics_course/module1_basics/fibonacci_4.java,java,main,main(),66,21,3,0,1
