file,language,function,signature,ploc_file,lloc_file,cyclomatic,fan_in,fan_out
software_metrics_course/module1_basics/fibonacci_1.c,c,fibonacci,fibonacci(),28,21,3,1,0
software_metrics_course/module1_basics/fibonacci_1.c,c,main,main(),28,21,2,0,1
