file,language,function,signature,ploc_file,lloc_file,cyclomatic,fan_in,fan_out
software_metrics_course/module1_basics/fibonacci_3.c,c,fibonacci,fibonacci(),39,19,3,1,0
software_metrics_course/module1_basics/fibonacci_3.c,c,main,main(),39,19,3,0,1
